Entity,Code,Year,Deaths - Malaria - Sex: Both - Age: Under 5 (Number),Deaths - HIV/AIDS - Sex: Both - Age: Under 5 (Number),Deaths - Meningitis - Sex: Both - Age: Under 5 (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: Under 5 (Number),Deaths - Other neonatal disorders - Sex: Both - Age: Under 5 (Number),Deaths - Whooping cough - Sex: Both - Age: Under 5 (Number),Deaths - Lower respiratory infections - Sex: Both - Age: Under 5 (Number),Deaths - Congenital birth defects - Sex: Both - Age: Under 5 (Number),Deaths - Measles - Sex: Both - Age: Under 5 (Number),Deaths - Neonatal sepsis and other neonatal infections - Sex: Both - Age: Under 5 (Number),Deaths - Neonatal encephalopathy due to birth asphyxia and trauma - Sex: Both - Age: Under 5 (Number),Deaths - Drowning - Sex: Both - Age: Under 5 (Number),Deaths - Tuberculosis - Sex: Both - Age: Under 5 (Number),Deaths - Neonatal preterm birth - Sex: Both - Age: Under 5 (Number),Deaths - Diarrheal diseases - Sex: Both - Age: Under 5 (Number),Deaths - Neoplasms - Sex: Both - Age: Under 5 (Number),Deaths - Syphilis - Sex: Both - Age: Under 5 (Number),Deaths - All causes - Sex: Both - Age: 7-27 days (Number),Deaths - All causes - Sex: Both - Age: 1-4 years (Number),Deaths - All causes - Sex: Both - Age: 0-6 days (Number),Deaths - All causes - Sex: Both - Age: 28-364 days (Number),"Mortality rate, under-5, female (per 1,000 live births)","Mortality rate, under-5, male (per 1,000 live births)","Mortality rate, under-5 (per 1,000 live births)",$1.90 per day - share of population below poverty line,"Current health expenditure per capita, PPP (current international $)",Population (historical estimates),Access to electricity (% of population) [EG.ELC.ACCS.ZS],Adjusted net national income (annual % growth) [NY.ADJ.NNTY.KD.ZG],Adjusted net national income (current US$) [NY.ADJ.NNTY.CD],Adjusted net national income per capita (annual % growth) [NY.ADJ.NNTY.PC.KD.ZG],Adjusted net national income per capita (current US$) [NY.ADJ.NNTY.PC.CD],"Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]","Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]",Poverty gap at $1.90 a day (2011 PPP) (%) [SI.POV.GAPS],Poverty gap at $3.20 a day (2011 PPP) (%) [SI.POV.LMIC.GP],Poverty gap at $5.50 a day (2011 PPP) (%) [SI.POV.UMIC.GP]
Sudan,SDN,2002,1807,401,1694,2271,5477,2058,9798,16408,13179,715,3253,1347,412,22408,20831,648,1382,11831,37897,30251,36697,9.040000153,10.40999985,9.740000153,29.4193,89.32767487,28704786,29.52560234,,,,,9.829,11.0448904,,,
Sudan,SDN,2003,1633,421,1397,1998,5376,2072,9159,15992,12905,717,3199,1231,381,22172,19883,628,1248,11427,35961,30052,35271,8.719999695,10.06999969,9.419999695,26.98423,111.1273804,29460517,29.7905674,,,,,9.61,,,,
Sudan,SDN,2004,1490,438,1359,1834,5316,2171,8672,15742,11398,723,3164,1153,358,22063,19191,621,1145,11086,34278,30069,34031,8.430000305,9.740000153,9.1,26.47185,126.6046677,30214189,30.05239296,,,,,9.39,7.949240208,,,
Sudan,SDN,2005,1603,452,1427,1808,5343,2231,8797,16151,5668,733,3175,1220,368,22163,19492,678,1123,10656,30813,29937,32579,8.15,9.430000305,8.809999847,24.55248,144.2062988,30949514,30.31334686,,,,,9.17,5.966800213,,,
Sudan,SDN,2006,1575,463,1620,1696,5297,2145,8519,16114,3192,734,3148,1194,353,22061,19511,694,1157,10327,29052,29820,31804,7.890000153,9.140000153,8.530000305,21.21698,181.1739807,31661824,30.57579231,,,,,8.951,8.253160477,,,
Sudan,SDN,2007,1376,473,1787,1531,5231,2156,8057,15832,2010,728,3092,1135,330,21756,17966,691,1209,9901,26929,29487,30208,7.640000153,8.869999695,8.269999695,17.38543,240.2261963,32360619,30.84244156,,,,,8.734,,,,
Sudan,SDN,2008,1149,468,1124,1403,5165,2059,7565,15440,1639,718,3022,1067,309,21344,16866,680,1267,9447,24998,28951,28598,7.4,8.609999847,8.019999695,15.89633,226.2504425,33060843,19.96999931,,,,,8.521,9.392780304,,,
Sudan,SDN,2009,1017,451,1053,1269,5118,1979,7048,14986,1741,702,2944,994,283,20924,15616,660,1310,9110,23482,28417,27376,7.180000305,8.369999695,7.790000153,15.69981,249.6262207,33783779,29,,,,,8.315,10.7818203,4.2,14.2,33.5
Sudan,SDN,2010,893,452,1036,1117,5084,1790,6382,14303,3054,685,2854,885,245,20462,14027,616,1310,8787,21860,27805,26106,6.969999695,8.140000153,7.569999695,18.163,207.4153137,34545014,38.03977585,,,,,8.122,,,,
Sudan,SDN,2011,830,464,892,1012,5033,1736,5802,13834,3564,671,2756,798,214,19925,12213,587,1282,8431,20570,27024,24726,6.769999695,7.940000153,7.369999695,13.99364,291.9105225,35349676,39.8208046,,39520000000,,981.4970093,7.946,,,,
Sudan,SDN,2012,847,478,860,932,5004,1533,5431,13486,3045,659,2668,757,196,19316,11074,580,1261,8064,19012,26198,23411,6.580000305,7.730000305,7.169999695,11.63736,223.51651,36193781,41.59199524,-20.9007174,31880000000,3.682472094,880.8143311,7.788,,,,
Sudan,SDN,2013,866,488,598,845,4971,1420,4913,12981,3101,646,2570,700,178,18612,9993,559,1243,7659,17680,25327,22084,6.409999847,7.530000305,6.980000305,11.57182,274.0539246,37072555,43.3435173,10.73721473,35640000000,-1.184078212,961.3580933,7.649,,,,
Sudan,SDN,2014,994,488,539,812,4985,1384,4760,12766,766,637,2495,705,174,17976,9457,583,1231,7280,16342,24537,20705,6.220000076,7.330000305,6.790000153,12.16397,255.9524841,37977657,44.90000153,14.72647984,44140000000,13.2006143,1162.262329,7.53,,2.8,13,34.3
Sudan,SDN,2015,1031,466,485,737,4938,1253,4331,12281,502,621,2384,646,155,17248,8543,560,1191,6913,15071,23740,19365,6.029999924,7.119999695,6.590000153,11.33215,322.5486145,38902948,46.90310669,-3.70033379,46040000000,-0.442566744,1183.457886,7.428,,,,
Sudan,SDN,2016,1122,391,450,665,4942,1184,3947,11755,223,613,2293,591,137,16524,7864,535,1113,6578,13892,23005,18120,5.85,6.909999847,6.390000153,10.62583,305.3948059,39847433,48.84940338,-29.17592053,37870000000,1.63280927,950.3748779,7.34,,,,
Sudan,SDN,2017,1194,272,406,596,4940,1007,3546,11153,173,593,2179,535,118,15720,7849,506,1035,6238,12744,22130,17175,5.659999847,6.709999847,6.2,10.2201,278.6898193,40813398,50.75471878,-23.61277965,35880000000,-2.964605852,879.1230469,7.261,,,,
Sudan,SDN,2018,1042,164,365,516,4713,1089,3199,10661,216,577,2069,493,102,14924,6207,487,1005,5799,11567,21128,15445,5.490000153,6.509999847,6.009999847,11.55729,202.4125977,41801532,52.44700241,181.1195339,25770000000,-8.786781854,616.4845581,7.188,,,,
Suriname,SUR,1990,9,5,11,13,11,11,33,43,0,30,52,4,1,130,57,4,9,59,61,206,161,4.029999924,4.959999847,4.509999847,21.41148,,405169,,,312400000,,771.0362836,7.256,,,,
Suriname,SUR,1991,8,3,11,12,11,10,32,42,0,29,50,4,1,127,54,4,9,58,57,200,153,3.890000153,4.8,4.359999847,21.41148,,413009,,,364100000,,881.5788518,7.24,,,,
Suriname,SUR,1992,6,3,10,11,10,10,31,40,0,28,48,4,1,123,51,4,9,56,54,193,144,3.75,4.629999924,4.2,21.41148,,420658,,,320900000,,762.8524835,7.232,,,,
Suriname,SUR,1993,9,3,9,10,10,11,30,40,0,27,47,3,1,122,47,3,9,55,51,189,138,3.609999847,4.470000076,4.05,25.82645,,428028,,,339300000,,792.7051501,7.233,,,,
Suriname,SUR,1994,8,4,9,10,10,10,29,40,0,27,46,3,1,121,44,3,8,54,49,187,133,3.470000076,4.320000076,3.9,23.37973,,435099,,,509300000,,1170.538199,7.242,,,,
Suriname,SUR,1995,6,4,8,9,10,9,29,40,0,27,46,3,1,121,42,3,8,54,47,187,129,3.329999924,4.170000076,3.759999847,25.82645,,441851,,,600000000,,1357.923825,7.26,,,,
Suriname,SUR,1996,6,5,8,9,10,9,29,41,0,28,46,3,1,123,40,3,9,55,46,189,128,3.2,4.009999847,3.620000076,25.82645,,448207,,,724200000,,1615.771284,7.291,,,,
Suriname,SUR,1997,7,4,8,9,11,9,30,42,0,28,48,3,1,122,38,3,9,56,45,191,127,3.079999924,3.870000076,3.490000153,23.37973,,454165,,,761400000,,1676.483216,7.33,,,,
Suriname,SUR,1998,6,4,7,8,11,9,31,43,0,29,50,3,1,120,36,3,9,56,44,191,126,2.960000038,3.729999924,3.359999847,22.89039,,459838,,,938800000,,2041.588559,7.374,,,,
Suriname,SUR,1999,4,4,7,8,12,8,32,45,0,30,51,3,1,118,34,3,9,57,44,192,126,2.85,3.6,3.240000153,23.37973,,465380,99.62406,,712800000,,1531.651554,7.418,,15.2,20.4,29.2
Suriname,SUR,2000,12,5,7,7,13,8,30,45,0,30,51,3,0,115,30,3,9,56,44,190,124,2.75,3.470000076,3.120000076,23.37973,494.3825073,470944,95.49437714,,710300000,,1508.247265,7.453,,,,
Suriname,SUR,2001,15,6,6,7,13,7,30,45,0,30,51,3,0,112,26,3,9,56,44,188,121,2.65,3.35,3.010000038,21.41148,330.6670837,476574,95.39738464,,563100000,,1181.558373,7.469,,,,
Suriname,SUR,2002,9,5,6,7,13,7,30,47,0,30,50,3,0,110,24,4,8,55,43,184,118,2.560000038,3.240000153,2.910000038,21.41148,483.1620789,482228,95.29281616,,851800000,,1766.384366,7.461,,,,
Suriname,SUR,2003,6,5,6,7,12,7,30,47,0,30,48,3,0,107,22,4,8,53,42,179,113,2.479999924,3.139999962,2.820000076,21.13963,478.0819092,487938,95.18300629,,1018000000,,2086.33064,7.428,,,,
Suriname,SUR,2004,4,4,5,6,12,6,29,46,0,31,47,3,0,105,20,4,8,52,40,176,109,2.4,3.05,2.729999924,21.12875,583.9699707,493680,95.0703125,,1151000000,,2331.469778,7.372,,,,
Suriname,SUR,2005,3,4,5,6,12,6,28,46,0,31,46,3,0,104,19,4,8,52,39,174,106,2.329999924,2.960000038,2.65,21.12875,591.5883179,499461,94.95707703,,1357000000,,2716.928849,7.3,,,,
Suriname,SUR,2006,1,3,5,6,12,6,28,45,0,32,45,3,0,101,18,4,8,51,37,172,103,2.260000038,2.870000076,2.570000076,20.33493,702.9622192,505292,91.01983643,,2027000000,,4011.541841,7.22,,,,
Suriname,SUR,2007,0,3,4,5,12,5,27,45,0,33,43,3,0,100,17,4,8,50,36,170,99,2.2,2.789999962,2.5,19.63897,668.7026367,511181,94.73888397,,2307000000,,4513.078538,7.144,,,,
Suriname,SUR,2008,1,3,4,5,12,5,26,44,0,34,42,3,0,97,16,4,8,49,35,168,96,2.139999962,2.720000076,2.439999962,19.36712,638.0390625,517121,94.6392746,,2697000000,,5215.403715,7.081,,,,
Suriname,SUR,2009,1,3,4,5,12,5,24,43,0,34,41,3,0,96,15,4,7,48,34,165,92,2.079999924,2.65,2.370000076,19.36712,686.6018066,523113,94.54961395,,3097000000,,5920.326966,7.038,,,,
Suriname,SUR,2010,0,3,4,4,12,4,23,43,0,34,40,3,0,93,14,4,7,47,32,162,88,2.029999924,2.579999924,2.310000038,18.83428,681.5423584,529126,91.1975174,,2998000000,,5665.947241,7.017,,,,
Suriname,SUR,2011,0,2,4,4,11,3,22,42,0,34,39,3,0,90,13,4,7,46,31,158,84,1.979999924,2.520000076,2.25,18.83428,683.4293213,535177,94.41093445,,2529000000,,4725.539401,7.019,,,,
Suriname,SUR,2012,0,2,3,4,11,4,21,41,0,33,37,2,0,87,13,4,7,44,30,153,80,1.929999924,2.45,2.2,17.82297,724.1534424,541247,94.36734009,,3011000000,,5563.079333,7.039,,,,
Suriname,SUR,2013,0,2,3,3,11,3,20,40,0,32,37,2,0,85,13,3,7,44,29,151,78,1.879999924,2.389999962,2.139999962,17.82297,807.9309082,547295,94.34358215,,3508000000,,6409.705917,7.071,,,,
Suriname,SUR,2014,0,3,3,3,10,4,19,39,0,31,36,2,0,82,12,3,7,42,28,147,75,1.829999924,2.329999924,2.089999962,17.82297,835.6639404,553278,94.33763123,,3919000000,,7083.238444,7.114,,,,
Suriname,SUR,2015,0,2,3,3,10,3,18,37,0,31,35,2,0,79,11,3,7,40,27,141,72,1.779999924,2.270000076,2.029999924,18.83428,999.5739746,559136,94.89523315,,4227000000,,7559.878098,7.164,11.37660027,,,
Suriname,SUR,2016,0,2,3,3,10,3,17,36,0,29,33,2,0,75,11,3,6,39,27,135,68,1.739999962,2.210000038,1.979999924,19.36712,902.659668,564883,95.8163147,,2327000000,,4119.437122,7.219,16.07542038,,,
Suriname,SUR,2017,0,2,3,3,10,3,16,34,0,28,32,2,0,71,11,3,6,37,26,130,65,1.689999962,2.15,1.929999924,19.36712,973.2234497,570501,96.69633484,,2143000000,,3756.347491,7.277,17.32357979,,,
Suriname,SUR,2018,0,2,3,3,9,3,15,33,0,28,30,2,0,68,10,3,6,36,25,125,62,1.639999962,2.079999924,1.870000076,19.36712,1345.686279,575987,97.40000153,,2795000000,,4852.540075,7.335,14.72416973,,,
Sweden,SWE,1990,0,1,10,0,24,0,23,268,0,15,103,8,0,136,1,30,0,88,121,340,277,0.619999981,0.769999981,0.7,0.24461,,8567375,100,-0.652390392,2.19E+11,-1.4169952,25599.27841,11.1,8.30340004,,,
Sweden,SWE,1991,0,2,10,0,27,0,24,267,0,17,96,8,0,136,1,31,0,91,124,332,275,0.59000001,0.730000019,0.65999999,0.2440616,,8625140,100,-0.418550206,2.29E+11,-1.095032089,26551.00886,11,8.396019936,,,
Sweden,SWE,1992,0,2,8,0,26,0,21,243,0,15,87,8,0,120,1,30,0,84,118,297,238,0.55,0.680000019,0.619999981,0.2435132,,8686735,100,-2.803208552,2.33E+11,-3.371628218,26857.19896,10.9,7.979899883,0,0.1,0.3
Sweden,SWE,1993,0,2,7,0,24,0,18,218,0,16,77,8,0,105,1,28,0,77,112,266,204,0.50999999,0.630000019,0.569999981,0.2447585,,8746770,100,-4.270328425,1.72E+11,-4.824751802,19728.02622,11.1,8.120909691,,,
Sweden,SWE,1994,0,2,7,0,21,0,15,194,0,15,69,7,0,89,1,27,0,69,105,231,174,0.469999981,0.580000019,0.519999981,0.2460038,,8798235,100,6.312145167,1.89E+11,5.559257521,21547.14663,10.5,,,,
Sweden,SWE,1995,0,2,6,0,19,0,13,166,0,13,57,6,0,73,1,25,0,60,94,192,145,0.430000019,0.530000019,0.480000019,0.2472491,,8836421,100,6.07100682,2.24E+11,5.515905658,25320.21576,10.6,10.18916035,0.1,0.2,0.5
Sweden,SWE,1996,0,2,5,0,20,0,12,148,0,13,52,6,0,63,1,23,0,53,87,172,127,0.40999999,0.5,0.45,0.1977993,,8859180,100,0.809249118,2.44E+11,0.648941737,27553.45041,10.6,11.31739998,,,
Sweden,SWE,1997,0,1,4,0,23,0,10,135,0,11,45,5,0,56,1,22,0,48,79,158,114,0.39000001,0.480000019,0.430000019,0.1483495,,8868857,100,2.391295054,2.23E+11,2.332680326,25231.56632,10.6,,,,
Sweden,SWE,1998,0,1,4,0,25,0,9,128,0,12,42,5,0,53,1,20,0,46,72,151,107,0.379999995,0.45999999,0.419999981,0.09889965,,8870854,100,4.374264462,2.26E+11,4.316340172,25545.21118,10.5,12.70540047,,,
Sweden,SWE,1999,0,0,4,0,26,0,8,122,0,12,41,4,0,50,1,19,0,45,64,146,103,0.370000005,0.45999999,0.40999999,0.04944983,,8873105,100,4.654802751,2.33E+11,4.573280013,26247.83328,10.7,12.40835953,,,
Sweden,SWE,2000,0,0,4,0,29,0,8,121,0,13,39,4,0,50,1,18,0,46,62,147,102,0.370000005,0.45,0.40999999,0,2173.662598,8881642,100,3.624360335,2.22E+11,3.45809854,25022.23541,10.5,12.91302013,0,0,0.1
Sweden,SWE,2001,0,1,4,0,33,0,8,124,0,13,43,5,0,52,1,19,0,49,66,154,107,0.35999999,0.45,0.40999999,0.1079032,2368.908203,8897802,100,0.441032437,2.04E+11,0.171739514,22909.27567,10.5,12.80970001,,,
Sweden,SWE,2002,0,1,4,0,34,0,8,121,0,13,44,5,0,52,1,19,0,49,66,152,104,0.35999999,0.44000001,0.4,0.2158064,2543.59668,8920703,100,1.189040714,2.24E+11,0.86026832,25131.77093,10.6,13.14463997,,,
Sweden,SWE,2003,0,1,4,0,35,0,8,120,0,13,44,5,0,51,1,20,0,49,68,150,104,0.35,0.419999981,0.39000001,0.3237096,2648.550293,8951439,100,3.893757487,2.87E+11,3.507894477,31992.93075,10.4,12.85439014,0.2,0.3,0.5
Sweden,SWE,2004,0,0,4,0,34,0,8,119,0,12,44,5,0,48,1,20,0,48,71,145,104,0.34000001,0.40999999,0.370000005,0.3842694,2755.768311,8990653,100,2.672407774,3.27E+11,2.269391279,36303.87219,10.1,12.98013973,0.3,0.4,0.5
Sweden,SWE,2005,0,1,4,0,30,0,7,110,0,12,41,4,0,43,1,20,0,44,67,133,96,0.329999995,0.39000001,0.35999999,1.036495,2796.842041,9038627,100,3.177289645,3.36E+11,2.765463626,37177.84187,10.2,12.68762016,0.8,0.9,1.1
Sweden,SWE,2006,0,0,4,0,32,0,7,113,0,11,43,4,0,46,2,21,0,45,70,137,99,0.30999999,0.379999995,0.34000001,0.3454837,3045.05249,9096170,100,6.317535995,3.67E+11,5.721195697,40449.29219,10,12.73624992,0.2,0.3,0.4
Sweden,SWE,2007,0,1,3,0,30,0,7,108,0,11,41,4,0,43,2,20,0,44,67,130,94,0.3,0.35999999,0.329999995,0.4108392,3279.324951,9162941,100,4.579504571,4.29E+11,3.806860945,46862.23094,10,12.76957035,0.3,0.4,0.5
Sweden,SWE,2008,0,0,3,0,31,0,6,105,0,10,41,4,0,42,2,20,0,43,65,127,93,0.29000001,0.35,0.320000005,0.5527941,3474.288818,9236433,100,-0.752313949,4.51E+11,-1.522482634,48895.63439,9.9,12.94456005,0.5,0.5,0.7
Sweden,SWE,2009,0,1,3,0,33,0,7,109,0,10,44,4,0,48,2,21,0,46,68,134,99,0.279999995,0.34000001,0.30999999,0.4280636,3551.367188,9313085,100,-6.599875148,3.70E+11,-7.392175322,39737.52798,9.7,13.18239021,0.3,0.4,0.6
Sweden,SWE,2010,0,0,3,0,34,0,7,107,0,9,44,4,0,47,2,20,0,46,67,133,99,0.279999995,0.329999995,0.30999999,0.4908429,3529.652344,9390157,100,6.591228503,4.24E+11,5.686374559,45158.27576,9.6,13.22099972,0.4,0.5,0.7
Sweden,SWE,2011,0,1,2,0,31,0,6,99,0,9,42,4,0,42,2,19,0,42,61,123,92,0.270000005,0.329999995,0.3,0.5324602,4663.241211,9466705,100,2.330204933,4.88E+11,1.560368622,51686.84418,9.5,13.09512043,0.4,0.5,0.7
Sweden,SWE,2012,0,0,3,0,35,0,7,105,0,9,45,4,0,49,3,20,0,47,64,134,99,0.270000005,0.320000005,0.3,0.4570021,4896.023438,9542817,100,-0.564979858,4.71E+11,-1.297849525,49436.02384,9.7,15.1362896,0.3,0.4,0.5
Sweden,SWE,2013,0,0,2,0,36,0,7,106,0,10,45,4,0,51,3,20,0,48,64,136,100,0.270000005,0.320000005,0.29000001,0.6370838,5073.837891,9618016,100,1.163706929,5.00E+11,0.310119161,52091.69346,9.4,15.05978966,0.5,0.6,0.7
Sweden,SWE,2014,0,0,2,0,32,0,6,99,0,10,44,3,0,44,2,18,0,45,57,126,93,0.25999999,0.30999999,0.29000001,0.4660768,5193.200195,9692137,100,2.577485962,4.95E+11,1.564724627,51082.34127,9.2,15.24812031,0.3,0.4,0.6
Sweden,SWE,2015,0,0,2,0,37,0,6,101,0,9,45,4,0,48,2,18,0,48,58,132,97,0.25999999,0.30999999,0.29000001,0.4382514,5333.402344,9764949,100,3.56732103,4.25E+11,2.477913687,43360.74445,9.3,15.38288021,0.3,0.4,0.6
Sweden,SWE,2016,0,1,2,0,37,0,6,103,0,10,47,3,0,49,2,18,0,50,57,134,99,0.25999999,0.30999999,0.279999995,0.2614527,5512.933105,9836003,100,1.964873911,4.33E+11,0.691747064,43645.70091,9.2,15.61890984,0.2,0.3,0.4
Sweden,SWE,2017,0,0,2,0,35,0,6,98,0,10,45,3,0,46,2,17,0,50,54,126,94,0.25,0.3,0.279999995,0.24835,5655.699707,9904895,100,3.171729908,4.59E+11,1.790871577,45606.85755,9.1,15.68610001,0.1,0.2,0.3
Sweden,SWE,2018,0,0,2,0,33,0,6,95,0,10,43,3,0,43,2,17,0,48,51,121,89,0.25,0.3,0.270000005,0.6933784,6077.043457,9971630,100,1.3249539,4.71E+11,0.154727576,46249.64153,9.1,15.66701984,0.6,0.7,0.8
Switzerland,CHE,1990,0,0,16,1,34,0,29,260,0,13,45,12,0,126,6,21,0,63,122,289,232,0.719999981,0.910000038,0.819999981,0.5351318,,6652873,100,,,,,9.5,17.18164063,,,
Switzerland,CHE,1991,0,0,15,1,33,0,27,252,0,13,44,12,0,121,6,21,0,61,119,282,221,0.69000001,0.869999981,0.780000019,0.5148474,,6718818,100,,,,,9.2,17.17259026,,,
Switzerland,CHE,1992,0,0,13,1,33,0,24,243,0,13,42,12,0,117,5,21,0,59,120,274,209,0.65999999,0.830000019,0.75,0.4945629,,6792906,100,,,,,9.1,,0.5,0.6,0.7
Switzerland,CHE,1993,0,0,12,0,30,0,20,221,0,13,40,12,0,105,5,20,0,54,114,254,182,0.630000019,0.780000019,0.70999999,0.4327426,,6868937,100,,,,,9,16.15929985,,,
Switzerland,CHE,1994,0,0,10,0,29,0,17,205,0,13,39,11,0,99,4,20,0,50,108,243,163,0.59000001,0.74000001,0.669999981,0.3709222,,6938407,100,,,,,8.9,15.51152039,,,
Switzerland,CHE,1995,0,4,9,0,29,0,14,188,0,13,38,10,0,99,3,19,0,48,102,238,149,0.569999981,0.70999999,0.64000001,0.3091018,,6995519,100,,2.88E+11,,40905.09918,9,15.31004047,,,
Switzerland,CHE,1996,0,3,7,0,31,0,12,178,0,15,40,10,0,94,3,19,0,47,97,234,137,0.55,0.680000019,0.619999981,0.2472815,,7038027,100,0.817200299,2.79E+11,0.372936575,39494.61598,8.9,15.27908993,,,
Switzerland,CHE,1997,0,2,6,0,32,0,11,171,0,13,40,10,0,94,3,18,0,47,94,233,127,0.530000019,0.65999999,0.6,0.1854611,,7068503,100,3.5255082,2.47E+11,3.276424481,34885.49573,8.9,,,,
Switzerland,CHE,1998,0,1,6,0,31,0,11,162,0,13,42,9,0,90,2,18,0,45,87,228,116,0.519999981,0.64000001,0.580000019,0.1236407,,7091775,100,4.280091497,2.57E+11,3.970697936,36075.94429,8.8,14.55200958,,,
Switzerland,CHE,1999,0,1,6,0,33,0,10,157,0,13,43,9,0,89,2,17,0,44,85,230,110,0.50999999,0.630000019,0.569999981,0.06182037,,7115031,100,1.694265238,2.51E+11,1.210419714,35190.41387,8.7,14.33310032,,,
Switzerland,CHE,2000,0,1,5,0,33,0,10,150,0,12,44,8,0,91,2,17,0,42,83,227,105,0.5,0.619999981,0.55999999,0,3362.197998,7143764,100,4.509636881,2.39E+11,3.923987235,33239.37781,8.7,14.45215988,0,0.1,0.1
Switzerland,CHE,2001,0,1,4,0,32,0,9,142,0,12,43,8,0,90,3,17,0,40,81,221,98,0.5,0.60999999,0.55,0,3591.506104,7179174,100,-2.459993902,2.35E+11,-3.07525037,32545.6088,8.5,15.25533962,,,
Switzerland,CHE,2002,0,1,3,0,32,0,9,132,0,12,43,7,0,82,3,16,0,37,72,209,89,0.49000001,0.6,0.54000001,0,3839.387451,7220378,100,-1.210989901,2.48E+11,-1.955478817,34084.88936,8.5,15.18126011,0,0,0
Switzerland,CHE,2003,0,1,3,0,29,0,8,127,0,11,43,6,0,79,3,15,0,36,65,203,83,0.480000019,0.580000019,0.530000019,0.01164259,3936.012695,7268363,100,4.980145072,3.03E+11,4.204158952,41327.15066,8.6,16.19942093,,,
Switzerland,CHE,2004,0,1,3,0,31,0,7,126,0,10,45,5,0,81,3,14,0,35,61,206,82,0.469999981,0.569999981,0.519999981,0.02328518,4119.041992,7323728,100,2.209580411,3.39E+11,1.509374677,45820.99904,8.1,16.09639931,,,
Switzerland,CHE,2005,0,0,2,0,31,0,7,122,0,10,44,5,0,79,3,14,0,34,56,204,79,0.45999999,0.55,0.50999999,0.03492777,4189.06543,7386818,100,5.259767445,3.61E+11,4.587626923,48473.09743,8.2,15.70398998,,,
Switzerland,CHE,2006,0,1,2,0,32,0,7,121,0,9,46,5,0,81,3,13,0,34,53,208,77,0.45,0.54000001,0.49000001,0.04657036,4442.112793,7457961,100,3.375653215,3.79E+11,2.728941912,50641.81485,8.1,15.85387993,0,0.1,0.1
Switzerland,CHE,2007,0,0,2,0,31,0,6,115,0,9,47,4,0,77,3,12,0,32,48,204,72,0.44000001,0.519999981,0.480000019,0.0208164,4816.118652,7536986,100,-3.970257154,3.91E+11,-4.824642832,51714.20334,8.1,15.56042004,0,0,0.1
Switzerland,CHE,2008,0,0,2,0,31,0,6,116,0,9,47,4,0,78,3,12,0,32,45,209,71,0.430000019,0.50999999,0.469999981,0.06847961,5165.475098,7622826,100,-7.289623192,4.09E+11,-8.460165685,53414.92676,8,15.88504028,0,0.1,0.1
Switzerland,CHE,2009,0,0,2,0,34,0,6,119,0,9,50,4,0,83,4,12,0,33,45,219,72,0.419999981,0.5,0.45999999,0.03805773,5405.509766,7713902,100,7.692374837,4.37E+11,6.355146792,56406.18965,8.1,15.52213955,0,0,0.1
Switzerland,CHE,2010,0,0,2,0,33,0,6,117,0,8,49,3,0,76,4,12,0,32,43,211,69,0.419999981,0.49000001,0.45999999,0.04867021,5485.379395,7808674,100,9.827884549,4.99E+11,8.689900041,63796.26907,8,15.28763962,0,0,0.1
Switzerland,CHE,2011,0,0,1,0,32,0,5,118,0,7,50,3,0,74,4,12,0,32,43,210,68,0.40999999,0.49000001,0.45,0.003111316,5841.042969,7906988,100,-3.218205138,5.66E+11,-4.288341201,71482.75403,7.8,15.44705009,0,0,0
Switzerland,CHE,2012,0,0,1,0,32,0,5,118,0,8,51,3,0,70,4,12,0,32,42,208,66,0.40999999,0.480000019,0.44000001,0.008965495,6175.033691,8008006,100,3.52336184,5.54E+11,2.429946097,69239.66791,8,15.47457027,0,0,0
Switzerland,CHE,2013,0,0,1,0,32,0,5,123,0,9,53,3,0,73,5,12,0,34,43,217,67,0.4,0.469999981,0.44000001,0.04218374,6550.800781,8108876,100,0.518405747,5.69E+11,-0.630815062,70277.62195,8,15.09430981,0,0,0
Switzerland,CHE,2014,0,0,1,0,35,0,5,125,0,10,52,4,0,73,5,12,0,35,44,221,66,0.4,0.469999981,0.430000019,0.03276806,6846.429199,8206003,100,-0.137371294,5.72E+11,-1.34839629,69889.42865,7.8,15.32168961,0,0,0.1
Switzerland,CHE,2015,0,0,1,0,35,0,6,128,0,10,52,4,0,77,5,12,0,37,45,226,66,0.39000001,0.45999999,0.430000019,0.03054256,7306.933105,8296775,100,3.833605406,5.56E+11,2.658330883,67178.62802,8.2,15.38836002,0,0,0
Switzerland,CHE,2016,0,0,1,0,33,0,5,122,0,9,51,4,0,68,5,12,0,35,43,212,61,0.39000001,0.45,0.419999981,0.03427533,7738.628418,8379915,100,-1.341633084,5.40E+11,-2.413151898,64490.40992,7.8,15.36046982,0,0,0
Switzerland,CHE,2017,0,0,1,0,33,0,5,118,0,9,49,3,0,67,4,12,0,34,42,205,60,0.379999995,0.45,0.419999981,0,7989.641602,8455797,100,-0.621602111,5.40E+11,-1.544644075,63879.58125,7.9,15.46105003,0,0,0
Switzerland,CHE,2018,0,0,1,0,32,0,5,115,0,9,47,3,0,64,4,11,0,33,41,200,58,0.379999995,0.44000001,0.40999999,0.03050398,8447.555664,8525614,100,-0.837944061,5.43E+11,-1.565721636,63798.33337,7.9,15.53279972,0,0,0
